Comment_Text,Perspective_Score,Regex_Status,Personal,Racial,Swearing
 If you have any issue with The Fuck sorry about that but we will do what we r ncan to fix that Actually maybe we already have so first thing to do is to r nupdate The Fuck and see if the bug is still there r n r n If it is sorry again check if the problem has not already been reported and r nif not just open an issue on GitHub https github com nvbn thefuck with r nthe following basic information r n r nMaybe this is just me but often when I want to install a new package with composer I ll try composer install package when I should be using composer require package Composer prints the message Invalid argument package Use composer require package instead to add packages to your composer json when you do this so I expected thefuck to pick up on that r n r nThe output of thefuck version something like The Fuck using Python r n and Bash release r n r n The Fuck using Python and Bash release r n r nYour system Debian ArchLinux Windows etc r n r n Ubuntu r n r nHow to reproduce the bug r n r n shell r n composer install package r nInvalid argument package Use composer require package instead to add packages to your composer json r n fuck r nNothing found r n r n r nThe output of The Fuck with THEFUCK DEBUG true exported typically execute export THEFUCK DEBUG true in your shell before The Fuck r n r nDEBUG Run with settings alter history True r n debug True r n env GIT TRACE LANG C LC ALL C r n exclude rules r n history limit None r n instant mode False r n no colors False r n num close matches r n priority r n repeat False r n require confirmation True r n rules const All rules enabled r n slow commands lein react native gradle gradlew vagrant r n user dir PosixPath home workini config thefuck r n wait command r n wait slow command r nDEBUG Received output Invalid argument package Use composer require package instead to add packages to your composer json r n r nDEBUG Call composer install package with env SHELL bin bash SESSION MANAGER local REDSTONEBLOCK tmp ICE unix unix REDSTONEBLOCK tmp ICE unix QT ACCESSIBILITY TF SHELL bash COLORTERM truecolor XDG CONFIG DIRS etc xdg xdg ubuntu etc xdg NVM INC home workini nvm versions node v include node XDG MENU PREFIX gnome GNOME DESKTOP SESSION ID this is deprecated GTK IM MODULE ibus LANGUAGE en GB en QT IM MODULE ibus GNOME SHELL SESSION MODE ubuntu SSH AUTH SOCK run user keyring ssh XMODIFIERS DESKTOP SESSION ubuntu SSH AGENT PID GTK MODULES gail atk bridge PWD home workini Code avro energy portal LOGNAME workini XDG SESSION DESKTOP ubuntu XDG SESSION TYPE x GPG AGENT INFO run user gnupg S gpg agent XAUTHORITY run user gdm Xauthority GJS DEBUG TOPICS JS ERROR JS LOG WINDOWPATH HOME home workini USERNAME workini IM CONFIG PHASE LANG C LS COLORS rs di ln mh pi so do bd cd or mi su sg ca tw ow st ex tar tgz arc arj taz lha lz lzh lzma tlz txz tzo t z zip z dz gz lrz lz lzo xz zst tzst bz bz tbz tbz tz deb rpm jar war ear sar rar alz ace zoo cpio z rz cab wim swm dwm esd jpg jpeg mjpg mjpeg gif bmp pbm pgm ppm tga xbm xpm tif tiff png svg svgz mng pcx mov mpg mpeg m v mkv webm ogm mp m v mp v vob qt nuv wmv asf rm rmvb flc avi fli flv gl dl xcf xwd yuv cgm emf ogv ogx aac au flac m a mid midi mka mp mpc ogg ra wav oga opus spx xspf XDG CURRENT DESKTOP ubuntu GNOME VTE VERSION GNOME TERMINAL SCREEN org gnome Terminal screen a e deb cbbed INVOCATION ID ae adadf d e MANAGERPID CLUTTER IM MODULE ibus TF ALIAS f GJS DEBUG OUTPUT stderr NVM DIR home workini nvm LESSCLOSE usr bin lesspipe s s XDG SESSION CLASS user TERM xterm color TF HISTORY t thefuck version clip n t osname n t uname n t tldr uname n t uname s n t uname srv n t composer install package n t f n t export THEFUCK DEBUG true n t composer install package LESSOPEN usr bin lesspipe s USER workini PYTHONIOENCODING utf TF SHELL ALIASES alias alert notify send urgency low i echo terminal echo error history tail n sed e s s s s s alert nalias clip xclip sel clip nalias egrep egrep color auto nalias fgrep fgrep color auto nalias fin printf a nalias grep grep color auto nalias hartisan homestead artisan nalias hphpunit homestead cmd vendor bin phpunit nalias htinker hartisan tinker nalias l ls CF nalias la ls A nalias ll ls alF nalias ls ls color auto nalias phpunit vendor bin phpunit nalias tinker artisan tinker GNOME TERMINAL SERVICE DISPLAY SHLVL NVM CD FLAGS QT IM MODULE ibus XDG RUNTIME DIR run user JOURNAL STREAM XDG DATA DIRS usr share ubuntu usr local share usr share var lib snapd desktop PATH home workini nvm versions node v bin home workini local bin home workini bin usr local sbin usr local bin usr sbin usr bin sbin bin usr games usr local games snap bin GDMSESSION ubuntu THEFUCK DEBUG true DBUS SESSION BUS ADDRESS unix path run user bus NVM BIN home workini nvm versions node v bin OLDPWD home workini usr local bin thefuck LC ALL C GIT TRACE is slow False took r nDEBUG Importing rule adb unknown command took r nDEBUG Importing rule ag literal took r nDEBUG Importing rule apt get took r nDEBUG Importing rule apt get search took r nDEBUG Importing rule apt invalid operation took r nDEBUG Importing rule apt list upgradable took r nDEBUG Importing rule apt upgrade took r nDEBUG Importing rule aws cli took r nDEBUG Importing rule az cli took r nDEBUG Importing rule brew cask dependency took r nDEBUG Importing rule brew install took r nDEBUG Importing rule brew link took r nDEBUG Importing rule brew reinstall took r nDEBUG Importing rule brew uninstall took r nDEBUG Importing rule brew unknown command took r nDEBUG Importing rule brew update formula took r nDEBUG Importing rule brew upgrade took r nDEBUG Importing rule cargo took r nDEBUG Importing rule cargo no command took r nDEBUG Importing rule cat dir took r nDEBUG Importing rule cd correction took r nDEBUG Importing rule cd mkdir took r nDEBUG Importing rule cd parent took r nDEBUG Importing rule chmod x took r nDEBUG Importing rule choco install took r nDEBUG Importing rule composer not command took r nDEBUG Importing rule cp create destination took r nDEBUG Importing rule cp omitting directory took r nDEBUG Importing rule cpp took r nDEBUG Importing rule dirty untar took r nDEBUG Importing rule dirty unzip took r nDEBUG Importing rule django south ghost took r nDEBUG Importing rule django south merge took r nDEBUG Importing rule dnf no such command took r nDEBUG Importing rule docker image being used by container took r nDEBUG Importing rule docker login took r nDEBUG Importing rule docker not command took r nDEBUG Importing rule dry took r nDEBUG Importing rule fab command not found took r nDEBUG Importing rule fix alt space took r nDEBUG Importing rule fix file took r nDEBUG Importing rule gem unknown command took r nDEBUG Importing rule git add took r nDEBUG Importing rule git add force took r nDEBUG Importing rule git bisect usage took r nDEBUG Importing rule git branch delete took r nDEBUG Importing rule git branch delete checked out took r nDEBUG Importing rule git branch exists took r nDEBUG Importing rule git branch list took r nDEBUG Importing rule git checkout took r nDEBUG Importing rule git commit amend took r nDEBUG Importing rule git commit reset took r nDEBUG Importing rule git diff no index took r nDEBUG Importing rule git diff staged took r nDEBUG Importing rule git fix stash took r nDEBUG Importing rule git flag after filename took r nDEBUG Importing rule git help aliased took r nDEBUG Importing rule git merge took r nDEBUG Importing rule git merge unrelated took r nDEBUG Importing rule git not command took r nDEBUG Importing rule git pull took r nDEBUG Importing rule git pull clone took r nDEBUG Importing rule git pull uncommitted changes took r nDEBUG Importing rule git push took r nDEBUG Importing rule git push different branch names took r nDEBUG Importing rule git push force took r nDEBUG Importing rule git push pull took r nDEBUG Importing rule git push without commits took r nDEBUG Importing rule git rebase merge dir took r nDEBUG Importing rule git rebase no changes took r nDEBUG Importing rule git remote delete took r nDEBUG Importing rule git remote seturl add took r nDEBUG Importing rule git rm local modifications took r nDEBUG Importing rule git rm recursive took r nDEBUG Importing rule git rm staged took r nDEBUG Importing rule git stash took r nDEBUG Importing rule git stash pop took r nDEBUG Importing rule git tag force took r nDEBUG Importing rule git two dashes took r nDEBUG Importing rule go run took r nDEBUG Importing rule go unknown command took r nDEBUG Importing rule gradle no task took r nDEBUG Importing rule gradle wrapper took r nDEBUG Importing rule grep arguments order took r nDEBUG Importing rule grep recursive took r nDEBUG Importing rule grunt task not found took r nDEBUG Importing rule gulp not task took r nDEBUG Importing rule has exists script took r nDEBUG Importing rule heroku multiple apps took r nDEBUG Importing rule heroku not command took r nDEBUG Importing rule history took r nDEBUG Importing rule hostscli took r nDEBUG Importing rule ifconfig device not found took r nDEBUG Importing rule java took r nDEBUG Importing rule javac took r nDEBUG Importing rule lein not task took r nDEBUG Importing rule ln no hard link took r nDEBUG Importing rule ln s order took r nDEBUG Importing rule long form help took r nDEBUG Importing rule ls all took r nDEBUG Importing rule ls lah took r nDEBUG Importing rule man took r nDEBUG Importing rule man no space took r nDEBUG Importing rule mercurial took r nDEBUG Importing rule missing space before subcommand took r nDEBUG Importing rule mkdir p took r nDEBUG Importing rule mvn no command took r nDEBUG Importing rule mvn unknown lifecycle phase took r nDEBUG Importing rule nixos cmd not found took r nDEBUG Importing rule no command took r nDEBUG Importing rule no such file took r nDEBUG Importing rule npm missing script took r nDEBUG Importing rule npm run script took r nDEBUG Importing rule npm wrong command took r nDEBUG Importing rule open took r nDEBUG Importing rule pacman took r nDEBUG Importing rule pacman not found took r nDEBUG Importing rule path from history took r nDEBUG Importing rule php s took r nDEBUG Importing rule pip install took r nDEBUG Importing rule pip unknown command took r nDEBUG Importing rule port already in use took r nDEBUG Importing rule prove recursively took r nDEBUG Importing rule pyenv no such command took r nDEBUG Importing rule python command took r nDEBUG Importing rule python execute took r nDEBUG Importing rule quotation marks took r nDEBUG Importing rule react native command unrecognized took r nDEBUG Importing rule remove shell prompt literal took r nDEBUG Importing rule remove trailing cedilla took r nDEBUG Importing rule rm dir took r nDEBUG Importing rule rm root took r nDEBUG Importing rule scm correction took r nDEBUG Importing rule sed unterminated s took r nDEBUG Importing rule sl ls took r nDEBUG Importing rule ssh known hosts took r nDEBUG Importing rule sudo took r nDEBUG Importing rule sudo command from user path took r nDEBUG Importing rule switch lang took r nDEBUG Importing rule systemctl took r nDEBUG Importing rule terraform init took r nDEBUG Importing rule test py took r nDEBUG Importing rule tmux took r nDEBUG Importing rule touch took r nDEBUG Importing rule tsuru login took r nDEBUG Importing rule tsuru not command took r nDEBUG Importing rule unknown command took r nDEBUG Importing rule unsudo took r nDEBUG Importing rule vagrant up took r nDEBUG Importing rule whois took r nDEBUG Importing rule workon doesnt exists took r nDEBUG Importing rule yarn alias took r nDEBUG Importing rule yarn command not found took r nDEBUG Importing rule yarn command replaced took r nDEBUG Importing rule yarn help took r nDEBUG Importing rule yum invalid operation took r nDEBUG Trying rule path from history took r nDEBUG Trying rule dry took r nDEBUG Trying rule git stash pop took r nDEBUG Trying rule test py took r nDEBUG Trying rule adb unknown command took r nDEBUG Trying rule ag literal took r nDEBUG Trying rule apt get took r nDEBUG Trying rule apt get search took r nDEBUG Trying rule apt invalid operation took r nDEBUG Trying rule apt list upgradable took r nDEBUG Trying rule apt upgrade took r nDEBUG Trying rule aws cli took r nDEBUG Trying rule az cli took r nDEBUG Trying rule brew link took r nDEBUG Trying rule brew reinstall took r nDEBUG Trying rule brew uninstall took r nDEBUG Trying rule brew update formula took r nDEBUG Trying rule cargo took r nDEBUG Trying rule cargo no command took r nDEBUG Trying rule cat dir took r nDEBUG Trying rule cd correction took r nDEBUG Trying rule cd mkdir took r nDEBUG Trying rule cd parent took r nDEBUG Trying rule chmod x took r nDEBUG Trying rule composer not command took r nDEBUG Trying rule cp create destination took r nDEBUG Trying rule cp omitting directory took r nDEBUG Trying rule cpp took r nDEBUG Trying rule dirty untar took r nDEBUG Trying rule dirty unzip took r nDEBUG Trying rule django south ghost took r nDEBUG Trying rule django south merge took r nDEBUG Trying rule docker image being used by container took r nDEBUG Trying rule docker login took r nDEBUG Trying rule docker not command took r nDEBUG Trying rule fab command not found took r nDEBUG Trying rule fix alt space took r nDEBUG Trying rule fix file took r nDEBUG Trying rule gem unknown command took r nDEBUG Trying rule git add took r nDEBUG Trying rule git add force took r nDEBUG Trying rule git bisect usage took r nDEBUG Trying rule git branch delete took r nDEBUG Trying rule git branch delete checked out took r nDEBUG Trying rule git branch exists took r nDEBUG Trying rule git branch list took r nDEBUG Trying rule git checkout took r nDEBUG Trying rule git commit amend took r nDEBUG Trying rule git commit reset took r nDEBUG Trying rule git diff no index took r nDEBUG Trying rule git diff staged took r nDEBUG Trying rule git fix stash took r nDEBUG Trying rule git flag after filename took r nDEBUG Trying rule git help aliased took r nDEBUG Trying rule git merge took r nDEBUG Trying rule git merge unrelated took r nDEBUG Trying rule git not command took r nDEBUG Trying rule git pull took r nDEBUG Trying rule git pull clone took r nDEBUG Trying rule git pull uncommitted changes took r nDEBUG Trying rule git push took r nDEBUG Trying rule git push different branch names took r nDEBUG Trying rule git push pull took r nDEBUG Trying rule git push without commits took r nDEBUG Trying rule git rebase merge dir took r nDEBUG Trying rule git rebase no changes took r nDEBUG Trying rule git remote delete took r nDEBUG Trying rule git remote seturl add took r nDEBUG Trying rule git rm local modifications took r nDEBUG Trying rule git rm recursive took r nDEBUG Trying rule git rm staged took r nDEBUG Trying rule git stash took r nDEBUG Trying rule git tag force took r nDEBUG Trying rule git two dashes took r nDEBUG Trying rule go run took r nDEBUG Trying rule go unknown command took r nDEBUG Trying rule gradle no task took r nDEBUG Trying rule gradle wrapper took r nDEBUG Trying rule grep arguments order took r nDEBUG Trying rule grep recursive took r nDEBUG Trying rule grunt task not found took r nDEBUG Trying rule gulp not task took r nDEBUG Trying rule has exists script took r nDEBUG Trying rule heroku multiple apps took r nDEBUG Trying rule heroku not command took r nDEBUG Trying rule hostscli took r nDEBUG Trying rule ifconfig device not found took r nDEBUG Trying rule java took r nDEBUG Trying rule javac took r nDEBUG Trying rule lein not task took r nDEBUG Trying rule ln no hard link took r nDEBUG Trying rule ln s order took r nDEBUG Trying rule ls all took r nDEBUG Trying rule ls lah took r nDEBUG Trying rule man took r nDEBUG Trying rule mercurial took r nDEBUG Trying rule mkdir p took r nDEBUG Trying rule mvn no command took r nDEBUG Trying rule mvn unknown lifecycle phase took r nDEBUG Trying rule no such file took r nDEBUG Trying rule npm missing script took r nDEBUG Trying rule npm run script took r nDEBUG Trying rule npm wrong command took r nDEBUG Trying rule open took r nDEBUG Trying rule php s took r nDEBUG Trying rule pip install took r nDEBUG Trying rule pip unknown command took r nDEBUG Trying rule port already in use took r nDEBUG Trying rule prove recursively took r nDEBUG Trying rule pyenv no such command took r nDEBUG Trying rule python command took r nDEBUG Trying rule python execute took r nDEBUG Trying rule quotation marks took r nDEBUG Trying rule react native command unrecognized took r nDEBUG Trying rule remove shell prompt literal took r nDEBUG Trying rule remove trailing cedilla took r nDEBUG Trying rule rm dir took r nDEBUG Trying rule scm correction took r nDEBUG Trying rule sed unterminated s took r nDEBUG Trying rule sl ls took r nDEBUG Trying rule ssh known hosts took r nDEBUG Trying rule sudo took r nDEBUG Trying rule sudo command from user path took r nDEBUG Trying rule switch lang took r nDEBUG Trying rule systemctl took r nDEBUG Trying rule terraform init took r nDEBUG Trying rule tmux took r nDEBUG Trying rule touch took r nDEBUG Trying rule tsuru login took r nDEBUG Trying rule tsuru not command took r nDEBUG Trying rule unknown command took r nDEBUG Trying rule unsudo took r nDEBUG Trying rule vagrant up took r nDEBUG Trying rule whois took r nDEBUG Trying rule workon doesnt exists took r nDEBUG Trying rule yarn alias took r nDEBUG Trying rule yarn command not found took r nDEBUG Trying rule yarn command replaced took r nDEBUG Trying rule yarn help took r nDEBUG Trying rule man no space took r nDEBUG Trying rule no command took r nDEBUG Trying rule missing space before subcommand took r nDEBUG Trying rule long form help took r nDEBUG Trying rule history took r nNothing found r nDEBUG Total took r n r n r nIf the bug only appears with a specific application the output of that application and its version r n r n N A r n r nAnything else you think is relevant r n r nN A r n r n It s only with enough information that we can do something to fix the problem r n,0.76926535,1,0,0,1
 thefuck version r n r n The Fuck using Python and ZSH r n r nYour system Debian ArchLinux Windows etc r n r n MacOS r n r nHow to reproduce the bug r n r n Have a repo with a pre commit hook make sure this hook fails run git commit r n The output of the git cmd would be something like this r n r n npm ERR A complete log of this run can be found in r n npm ERR Users user npm logs T Z debug log r n husky pre commit hook failed add no verify to bypass r n r nIn the above example I used https github com typicode husky readme but I assume any other pre commit hook will work ,0.8481369,1,0,0,1
 why sucker punch was written http brandonhilkert com blog why i wrote the sucker punch gem r n https www rubyplus com articles r n How to make simple background jobs processing in Rails with Sucker Punch https medium com kirill shevch how to make simple background jobs processing in rails with sucker punch e f db r n good overview of background job systems http blog scoutapp com articles which ruby background job framework is right for you,0.7453168,1,0,0,1
Remove These Items r n minecraft sand r n minecraft gravel r n minecraft gun powder r n Minecraft anvil r nFrom Only These Commands ONLY r n Sphere Hsphere Hcyl Hcylinder Cylinder Cyl r nReason We had a issue where someone did a sphere command of radius and it fucked the server up and crashed it for hour r nOpen To Suggestions ,0.84439766,1,0,0,1
implement a c backend instead of the stupid js one which should give better memory management aswell as better caching of feeds will cache categories feeds and labels forever since they almoste never change and only load feeditems when requested n,0.7003433,1,1,0,0
There s some patterns like this n n python ncur model get digest stream nif cur count n return already exists nelse n model insert stream n n nDigest is indexed so catching DuplicateKeyError is sufficient No idea who wrote this shit n ,0.8039088,1,0,0,1
Hello it would be cool if you can add a method that returns the Auth ticket for the user in the current app r nthis method exists in steam user js but javascript is a pain in the ass r nthis method will be so useful for interacting with community servers,0.80058265,1,0,0,1
This shit is a mess and it would be a great target to clear up game cpp junk player siphon doesn t really need to be there either r n r nLooking at all the functions involved and their dependencies I don t see any reason they actually need to be part of the game interface ,0.8179963,1,0,0,1
pak dir vpk sound player vo balkan epic omw palace wav is good voiced strong L symbol r n r nloc palace wav symbol l voiced by n and symbols ce voiced by nis r n r ngoto palace wav is good voiced strong L symbol r n r nat palace wav symbol l voiced by n and symbols ce voiced by nis r n r nAnd we have word penis Or I have bad hearing r n r n,0.77987295,1,0,0,1
Feature r nI really want to make it easy for frontend to do their shit r n,0.8056642,1,0,0,1
Because we can and because blocking everything is so fucking annoying n,0.9480856,1,0,0,1
The ability to just suck a whole heap of directories in cases into Forensicator FATE would be nice n,0.82879037,1,0,0,1
Do we have data on how many views it gets r n r nIt s a pain in the ass to maintain since it duplicates a lot of code and it doesn t seem to be extremely useful r n r nMy vote would be for dropping it ,0.80750716,1,0,0,1
Submitter ayylmao r nDunno why but your script violent monkey causes captcha to fail no matter what on my ice cat install ,0.7260502,1,1,0,0
Submitter Luis r n chan for some stupid reason resets itself and shows everything I ve previously hidden Now the filter boxes are broken after I got it to work ,0.71261406,1,1,0,0
Currently we do a big ass diff for webhooks and its a bit slow we should look to see if there are quicker ways of doing this and investigate if it is even used ,0.7855047,1,0,0,1
if something in the staging directory is a directory list its contents in the ingest form r n e g r n r ntest dir r n test mov r n test Imma fuck up your ingest mp r n r ningest r n,0.8538518,1,0,0,1
The Cremator kinda r n r nREALLY SUCKS when it comes to close range A melee attack would fix that but we need animations ,0.74513733,1,0,0,1
The randomness of valid alloy gen is untested and probably crap Make it less crap n,0.82283723,1,1,0,0
We learned the hard way over at Cryptocat to have our shit audited properly n,0.8060606,1,0,0,1
Some Sequencer patches for compilation errors are stupid they should be filtered out r n r nEg this patch for https travis ci org github Revassess gattie Tanisi builds r n r n diff r n a Revassess src main java com revature tier NumberSumLength java r n b Revassess src main java com revature tier NumberSumLength java r n public static boolean checkNumberPowerLength long num r n r n this num num r n num num r n return false r n r n r n r n r n r n,0.74403614,1,1,0,0
https stackoverflow com questions how to hide sdl library debug messages in python nhttps bugs launchpad net ubuntu source pygame bug nhttps bitbucket org pygame pygame issues n nSome idiot left a debug flag on so controllers are going to have a bunch of junk clogging the command line n nTried the stdout redirection solution and it didn t work n nPossible solutions n Recompile ourselves with the code the idiot forgot to clean up removed This is the easier and more satisfying at least for me option n Use a text box or window to print instead of stdout Since our logging is done to files and game users don t see the command line anyway or shouldn t this is probably the more tenable option n ,0.7147237,1,1,0,0
Place some stupid easter eggs all over the code n,0.7444984,1,1,0,0
Because high RPM guns sound like shit on servers and recoil looks ass r n r n,0.8888625,1,0,0,1
This sucks and needs fixing,0.82543635,1,0,0,1
I m shit at designing graphics so if you have ideas or even better commissions please post it here n ,0.8252137,1,0,0,1
A logo would be nice even in low res n nI m shit at designing graphics so if you have ideas or even better commissions please post it here n ,0.7698786,1,0,0,1
This game is great but some of the people who play it are really stupid mean It d be nice to be able to block certain players words so we don t have to listen to people being edgy idiots in chat ,0.8355208,1,1,0,0
this looks works like shit on mobile n,0.9182034,1,0,0,1
 r n Server thread INFO AAC Enabling AAC v r n Server thread INFO AAC Hooked into PlaceholderAPI r n Server thread ERROR AAC Invalid server response r n Server thread INFO AAC Disabling AAC v r n r n r nThis shit is ghetto as fuck breaches Spigot s rules as well r nPlugin requires connection to https api konsolas net api php and a few other domains that are round robined r nWho the fuck does that to so many customers ,0.89106745,1,0,0,1
