Comment_Text,Perspective_Score,Regex_Status,Personal,Racial,Swearing
in my experience unit tests are a kick ass way to keep things documented as well ,0.78494453,1,0,0,1
except for all the stupid typos slightly smiling face ,0.88824683,1,1,0,0
Concepts like DRY and KISS Dont Repeat Yourself meaning if you find code that is duplicate across the board create a function and use that instead Keep It Simple Stupid meaning dont over complicate the code ,0.7682263,1,1,0,0
eurgh I m such an idiot that was an syntax error on my part Floy taco for spotting it ,0.8359244,1,1,0,0
Pain In The Ass,0.77944404,1,0,0,1
You ll be surprised to see the shit here that has upvotes,0.88824683,1,0,0,1
bruh knock that shit off ,0.95815796,1,0,0,1
what a piece of shit,0.9807903,1,0,0,1
so look down at line and bellow my teacher said nothing about those separators is that really the way it should be done i just pulled it out of my ass bc i ran low on time ,0.88824683,1,0,0,1
learning some cool shit ,0.9156528,1,0,0,1
getting OOP is a bit of a mind bend at times that can take some time to wrap your head around and then you feel like an idiot for not getting it sooner at least that s how it felt for me when it all clicked,0.88824683,1,1,0,0
stupid question are functions also objects Is it just classes and variables which are obvs predefined classes e g class int ,0.74434197,1,1,0,0
those suck never much fun i often spend them on my computer and look up when called i don t suppose you d have any time this week would you ,0.82043564,1,0,0,1
also gui s will lack features and you may need to drop into cli to get the real shit done ,0.8566671,1,0,0,1
To be honest I m not good with networks and alike so I might be talking out of my ass,0.9629075,1,0,0,1
Stupid question maybe but how do you find the correct person when you do in slack for common names ,0.79255116,1,1,0,0
oh good its not just me then I do feel quite stupid while trying to learn this stuff very much appreciate your help,0.74479747,1,1,0,0
i think i may have it gotta test it in their editor because fuck the standard of python,0.93232936,1,0,0,1
 grep will save your ass,0.94992846,1,0,0,1
only solutions I see are using locals or some fuckery with the inspect module which I don t want to do,0.82603097,1,0,0,1
Stupid question but are you able to use the command line diff tool That wouldn t catch out of order duplicates like the set would but it works sequentially so there would be no memory issues ,0.815936,1,1,0,0
be careful when you start committed that shit to git though you ll shoot yourself in the foot if you rely on something like this ,0.9538885,1,0,0,1
so I just spent ages debugging the stupidest thing source thing source copy thing append something now i stupidly assumed that copy would create a copy of source so i could modify thing without affecting source this was wrong why does copy exist if its just the same as saying thing source ended up using copy deepcopy instead ,0.7307534,1,1,0,0
failure to do so means that someone else could get a hold of that info and fuck you with it later either buy using your details to create new AWS containers doing some funky shit with Django if they have access to your key,0.93278015,1,0,0,1
my shitty NAS uses ZFS compression and can saturate whatever bandwidth sata III has,0.8493591,1,0,0,1
on one shitty core,0.91793305,1,0,0,1
hi everybody I m trying to create a script to automatically perform some actions on my wifi router TP Link AC Unfortunately the firmware doesn t support telnet and ssh neither The only option is a web interface that unfortunately really sucks I was trying to login with mechanize or beautifulsoup and urllib No way the login page and also the rest of the UI is full of shitty javascript So I tried with Selenium but in total honesty I m not really good with that js stuff I m always getting this error selenium common exceptions ElementNotVisibleException Message element not interactable ,0.7133627,1,0,0,1
i think you are been an ass,0.94992846,1,0,0,1
I m trying to figure out how to offload the preprocessing of that field to C so its not slow as crap,0.83179945,1,1,0,0
do that only if you want to be a clever bastard and screw with the people taking over after you smile ,0.8578993,1,1,0,0
But it s all fucked,0.9757364,1,0,0,1
Part of why I am not using flask as much is that it encourages crap like this https github com pyslackers website old blob master pyslackers external py L ,0.78248215,1,1,0,0
yeah I was always writing that stuff myself like a sucker,0.76823604,1,0,0,1
They are a bunch of paid trolls,0.74290174,1,1,0,0
then you get a high WTF count and swear plenty at the idiot who came up with the URLs slightly smiling face ,0.89713556,1,1,0,1
users don t give a shit,0.94929445,1,0,0,1
finally got that stupid private github dependency to install in travis from a public repo holy crap ,0.89904535,1,1,0,0
what sucks is i had to use the process dependency links,0.80720365,1,0,0,1
way better to ship than not have shit ,0.9156528,1,0,0,1
He was really just being an ass not to be too rude,0.9017198,1,0,0,1
I like the old acronym KISS gt Keep it simple stupid not calling you stupid so please don t misread that ,0.84980494,1,1,0,0
 gt It sucks because it works with command lambda but with a command func which I sort of need because I need to grab some data from the fields when the button is clicked ,0.74529433,1,0,0,1
Finally finished this stupid gui It should work,0.8606264,1,1,0,0
I have not actually I have ubuntu on my surface pro but that s a pain in my ass,0.948266,1,0,0,1
Did slackbot just gasp at ass ,0.94992846,1,0,0,1
Nevermind I m an idiot,0.8060606,1,1,0,0
Related is Jeff Atwood s https blog codinghorror com password rules are bullshit ,0.9170692,1,0,0,1
If you want Jeff s suggestions not the angry rant gt start here https blog codinghorror com password rules are bullshit passwordrulesarebullshit ,0.84603965,1,0,0,1
Stringly typed functions suck and there s no native symbols type AFAIK ,0.8390659,1,0,0,1
some bastard started a mission style burrito shop here in town,0.8171305,1,1,0,0
No it s fucking not gaah ,0.9491139,1,0,0,1
wtf any call I make to the hug api calls the function twice once with bytes as a falcon stream thingy and once as a bytes stupid magic disappointed ,0.8257496,1,1,0,1
so you like the job just pain in the ass conditions been there a few times slightly smiling face ,0.8355208,1,0,0,1
The Windows Python installer is still stupid Such weird defaults and it offers to not install tk open mouth ,0.768611,1,1,0,0
when it s run fuck that could lead to some nasty bugs if I m not careful,0.9156528,1,0,0,1
Stupid q but I nearly got kicked off another platform,0.93232936,1,1,0,0
and there were lots of times where I felt I was paying the university for nothing more than to feel like an idiot,0.85946476,1,1,0,0
 Ciera I m an idiot just pressed enter to this channel with my question and realized kivy uix Widget kivy uix widget ,0.8021038,1,1,0,0
I think this was posted to a channel here not too long ago http robertheaton com pythons pass by object reference as explained by philip k dick ,0.86440754,1,0,0,1
Yeah I have lots of shitty experience with importing terrible pandas csv,0.77016443,1,0,0,1
PyDanny gave a good talk in about being stupid and lazy https www slideshare net pydanny confessions of a joe developer ,0.76111335,1,1,0,0
Was i being too stupid ,0.77462614,1,1,0,0
I m an idiot hahahah thanks,0.7444242,1,1,0,0
Not an idiot Just too close to the problem smile ,0.8060606,1,1,0,0
Dicts Stupid phone,0.86127585,1,1,0,0
HOLY CRAP ,0.73680097,1,1,0,0
 Mirian That helped a lot kinda stupid of me ,0.74473006,1,1,0,0
Hopefully not the most ignorant neophyte question Thanks ,0.7093121,1,1,0,0
Stupid question Maybe a PEP thing I want to define a default value for an argument to a method but the value is a multi line string What s the convention here Shoe horn it into the method definition like my other arguments with defaults or set it to None and check for None and apply the default in the method body ,0.74937177,1,1,0,0
What an idiotic mistake on my behalf,0.8606264,1,1,0,0
Ah crap I ve gotta run Wife s gonna murder me if i m late Thanks for the input though I ve got some ideas for tomorrow,0.8485545,1,1,0,0
as a past database administrator i can tell you for a fact sqlalchemy is bad ass ,0.88824683,1,0,0,1
holy fuck that is exactly what I needed ,0.93576634,1,0,0,1
inevitably you ll be back there in a couple months anyway and go geez this is total crap who wrote this runs git blame oh ,0.8482347,1,1,0,0
that s the thing though i don t want to have to rename shit later haha i d rather just stick it as some single letter constant and never think about it again in my life,0.7719407,1,0,0,1
I m a freaking idiot,0.92490107,1,1,0,0
This may be a stupid question but how do I keep homebrew on OS X from constantly installing python as a dependency I already have python installed from anaconda ,0.71326303,1,1,0,0
holy crap I still have npm garbage on here ,0.8443838,1,1,0,0
WTF Why does bash think pip is in a non existent directory,0.76863444,1,0,0,1
So perhaps I m just an idiot and can t read documentation but is this typeshed thing used automatically by MyPy or do you have to do something ,0.8318255,1,1,0,0
 Glinda hmmm thanks that would probably require me to get into the tqdm code which i don t really want to do it s not a huge deal i just like to see it printed in the terminal when i m at my desk but it makes my logs look like shit slightly smiling face ,0.7093121,1,0,0,1
Dude it fucking blows Glinda but every data scientist I run into uses it disappointed ,0.94992846,1,0,0,1
haha I see you also had some trouble with the stupid Bot ID I can t understand why they haven t changed that yet,0.8315708,1,1,0,0
Been hearing lots of crap about asyncio,0.76844525,1,1,0,0
shitty but works unless you re doing more than adding a column,0.90177995,1,0,0,1
hilariously shitty,0.9480856,1,0,0,1
silly python,0.74482834,1,1,0,0
well it s a shithole afterall trollface trump ,0.90705556,1,1,0,1
you should also check that coords is only a len of To be sure your users don t enter crap,0.8060606,1,1,0,0
fucking a it worked ,0.9579298,1,0,0,1
rust is fun as shit,0.9483659,1,0,0,1
kind a stupid mistake,0.7702003,1,1,0,0
yeah i fuckup,0.902631,1,0,0,1
currently this is all in one shitty service and managed through a Thread js file and is messy so were going to rebuild it and looking at using node or python im pushing for python ,0.8060606,1,0,0,1
