Comment_Text,Perspective_Score,Regex_Status,Personal,Racial,Swearing
Ignore the above it never happens I m just being an idiot ,0.88433176,1,1,0,0
hi all nI have a super stupid question nI m following the Ruby on Rails Tutorial m Hartl nAt the beginning of chapter I probably fucked up something because now the layout of my page is messed up nI tried to fix it with no results How can I get the previous version I pushed on github nIt s the first time I have to roll back to a previous version actually the last I pushed to github is fine nThanks a lot,0.8326958,1,1,0,1
VS without resharper is crap i would use sublime or notepad instead if there was no resharper,0.8355208,1,1,0,0
my friend says I don t know wtf I m doing and calls me stupid and that this stuff is easy and never gives him problems,0.78656906,1,1,0,1
To spam the shit out of you ,0.9156528,1,0,0,1
haaaaa disregard oracle javadoc sucks ,0.9156528,1,0,0,1
 u d u e u c u u u u u b u b u u u u trollface ,0.9156528,1,1,0,0
I hope all this shit doesn t break my plans for the LLVM back end,0.93258286,1,0,0,1
o c u mon wtf for ,0.8606264,1,0,0,1
just your brave docs suck ,0.88824683,1,0,0,1
Yeah because php sucks,0.9110396,1,0,0,1
yeah that sucks too,0.8785311,1,0,0,1
holy shit the podcast is hours,0.8872555,1,0,0,1
its about stupid vagrant share folder,0.82245535,1,1,0,0
ok fuck this I want to buy a Ceylon subscription,0.93232936,1,0,0,1
it u s cuz the polyfill is super ugly,0.794439,1,1,0,0
Not trying to be a dick or sound condescending I apologize if i have,0.8606264,1,0,0,1
dang that s stupid It should be free P,0.7093121,1,1,0,0
Maybe it s stupid but what s the actual difference between primary group and all others,0.81973743,1,1,0,0
I just want this stupid plupload thing working god dammit its monday tomorrow,0.9156528,1,1,0,0
I have been staring at my own stupidity for that last half hour also ,0.71798086,1,1,0,0
Haha Angular sucks ,0.9313641,1,0,0,1
Holy crap it works,0.77525115,1,1,0,0
Actually the more I think about it that would be absolutely horrible decision it would only take two users trying to access that data to totally fuck it up,0.90174097,1,0,0,1
I love functions and scripts and shit and I find that I m really not enjoying HTML,0.7744432,1,0,0,1
I mean hell if you clear the whole generated folder you are pretty much fucked,0.9587483,1,1,0,1
race conditions are a bitch I fight them daily it seems,0.92759806,1,0,0,1
and it would suck to have to redesign internal structures everytime that happens,0.76867807,1,0,0,1
yo niggas,0.9164056,1,0,1,0
lol my ass,0.9592588,1,0,0,1
have you tried to talk through a can with a loose string The signal sucks,0.83017814,1,0,0,1
ahh I m an idiot,0.8074175,1,1,0,0
aka stolen shit ,0.94992846,1,0,0,1
let s not fuck with whatever s working right now,0.9156528,1,0,0,1
guys i really hope that i m only the stupid guy who doesn t understand the doc let s park this n,0.8606264,1,1,0,0
what are you trying to make just for shits and gigs ,0.8546794,1,0,0,1
Fuck another thing to make me confuse xD,0.93232936,1,0,0,1
Actually I m an idiot I didn t delete the previous declaration n bindable data any n,0.76832724,1,1,0,0
 giphy gordon ramsay FUCK,0.9487286,1,0,0,1
i thought just a URL these github kids and their new fangled shit,0.8606264,1,0,0,1
nm I m an idiot,0.8060606,1,1,0,0
silly git,0.787545,1,1,0,0
yeah the class was shithouse so it was more of a follow along the lecturer haha,0.74740565,1,0,0,1
I did the whole Damn this OS kicks windows ass thing for a week or two Until I calmed down enough to start learning again ,0.8995751,1,1,0,1
you silly guys on the other side of the planet,0.84064937,1,1,0,0
shit I just noticed Iterable permutations is not working on JS,0.8606264,1,0,0,1
That codeschool course is shit unfortunately there aren t many good free resources So we are considering writing our own at some point,0.79645,1,0,0,1
yes they are that crap,0.8859647,1,1,0,0
its a pain in the ass to update,0.93232936,1,0,0,1
I u m an idiot I meant to write Character of course like above But I don u t understand why differentiating empty and non u empty strings in the type system would make them u ctoo inconvenient u d ,0.8606264,1,1,0,0
Am I stupid or an idiot ,0.93232936,1,1,0,0
so the server can t say fuck yourself your version is good,0.9438557,1,0,0,1
stupid gitter search,0.90082735,1,1,0,0
the thing is that kind of work makes you stupid,0.85864073,1,1,0,0
I imagine I m doing some fairly stupid things in it so if anyone takes a look I d appreciate any guidance comments you might have ,0.7093121,1,1,0,0
stupid question do you block your main ,0.88824683,1,1,0,0
not that good sounds as u e u df as slang of dick ,0.94916713,1,0,0,1
sooo if i understand it correctly running mvn install on my commandline so using my installed maven thing does actually something different that running maven shit in eclipse ,0.7702972,1,0,0,1
If it s a dick pic I ll be annoyed,0.9048623,1,0,0,1
well you should be happy u with the type class proposal you will be able to do it your shitty way,0.8858138,1,0,0,1
but im trying to install blackarch on top of my arch install and its giving me shit,0.8954603,1,0,0,1
So I guess we should do a stupid transformation since it won u t work in any browser anyway just throw a message to the user,0.794439,1,1,0,0
Ugh That was a pretty stupid issue,0.79160416,1,1,0,0
More Hartl bullshit,0.9503556,1,0,0,1
and the marketing fucked up,0.94992846,1,0,0,1
Ok it just feels like a stupid question,0.7028648,1,1,0,0
I started on that too but JavaScript tooling will suck you into a black hole Be careful ,0.82368785,1,0,0,1
always go for the low hanging fruit fixes first turn that shit on and off,0.90312386,1,0,0,1
 u d u u u d u u a u e u u e u u b u u u u u a u e u u e u d u u u c u u u b u u u f u u c u e u u u e u d u u u u u f trollface ,0.93267107,1,1,0,0
that sucks I have been through that before,0.7740685,1,0,0,1
My god I m stupid,0.76824176,1,1,0,0
It s not only you I promise i m not trying to be a dick I m sorry if i came off that way n nIf someone asks you to google something at TOP it s because you didn t really show what you ve tried Showing that you are attempting to find it on your own goes a long way here ,0.7183733,1,0,0,1
Nim kinda makes my eyes hurt with its pragmas and shit,0.9078149,1,0,0,1
ahahaha D fuck smile me to fire sparkles ,0.94932103,1,0,0,1
Quantum is fire shit ,0.9017882,1,0,0,1
http www americanteeth org it s time to end the war on stupid people ,0.81183344,1,1,0,0
Rob mentioned earlier today that they plan to do another pre beta release while waiting for Babel to get their shit together on v and then decide if they should push the beta for babel or Afaik Babel hasn t announced a deadline for when Ba,0.7372448,1,0,0,1
I just started studying computer science I m sorry if this is a bit stupid,0.76491165,1,1,0,0
i u m so stupid D haha if you look the lines above you see that i add the offset to the position u so i can remove it for the position D,0.82938856,1,1,0,0
I m assuming learn krav maga and stop the assholes from bombing the shit out of the motherland,0.9489943,1,0,0,1
 fuck n n fuck http media giphy com media pAnrp JZ JDG giphy gif http giphy com gifs oh kevinhart pAnrp JZ JDG ,0.95100206,1,0,0,1
And Windows shit again v,0.9156528,1,0,0,1
Shitty XML support is a feature ,0.8533408,1,0,0,1
mate im an idiot i did not know that thanks man its working perfectly,0.9017985,1,1,0,0
Just wait while someone brings in visual component generation and system layout generation Entitas will kick even more ass,0.8599705,1,0,0,1
Hi I have a question that might be stupid to you I have an assignment of installing Ruby and Rails and I need to instal it on system But witch I have Windows and Lunux on Vuirtual Machine,0.7093121,1,1,0,0
This distro is shitty last time i used it ,0.88824683,1,0,0,1
I think the barrier of invite only for Slack sucks ,0.8785311,1,0,0,1
sorry for the stupid question ,0.74352586,1,1,0,0
Honestly I don t know why you have such a stick up your arse about this one topic,0.89878356,1,0,0,1
maybe stupid question but how are you inserting those code snippets I wolud like to insert one too,0.8041723,1,1,0,0
well that u s a bit shit,0.9804346,1,0,0,1
but it s stupidly limited,0.862948,1,1,0,0
hey guys do you miss me bothering you with silly questions ,0.7093121,1,1,0,0
WTF Gitter,0.7451244,1,0,0,1
by shit i mean you get an easy problem and spend hours on it lol to realise it wasnt that hard ,0.90125203,1,0,0,1
I think heavy tests tend to fail more on shitty containers,0.83831275,1,0,0,1
bloody hell man it u s so simple,0.8506198,1,1,0,0
anyway the reaction issues is still rest api if rest api is not possible i am deep shit ,0.8866535,1,0,0,1
tea vm also downloads a giant pile of shit to be able to run on bytecode ,0.8621664,1,0,0,1
a quick google search seems to suggest that ie kinda sucks in this area me is jacks complete lack of surprise ,0.73041147,1,0,0,1
That s cold as fuck Kevin,0.9553279,1,0,0,1
Well because I u m supposed to be working on writing fucking documentation and instead I just wasted hours updating a jar,0.8360335,1,0,0,1
man this markdown parser sucks,0.93179524,1,0,0,1
Okay hang on while I type my stupid token again ,0.84277695,1,1,0,0
stupid fast,0.7808518,1,1,0,0
and you suck if you don u t know react,0.9489211,1,0,0,1
well if you can t then I guess I m pretty much fucked aren t I,0.9156528,1,0,0,1
um shit I dunno,0.9156528,1,0,0,1
Shit I think you are the first person I have managed to make understand this point I guess you already knew this and were just confused by my example ,0.7850545,1,0,0,1
I see it is project at the end of html css Not yet I am too much of a lazy fuck watermelon ,0.9523766,1,0,0,1
If you wanna change it in the middle of a sentence that ll fuck up readability,0.90947926,1,0,0,1
but holy crap the stacks are deep ,0.7560025,1,1,0,0
well well let me fix my shit on postcss import now,0.89752346,1,0,0,1
Oh my bad I am idiot sorry to bother you I rechecked and there is always defined just one unique width as you wrote before ,0.7040941,1,1,0,0
carry on I m an idiot,0.79185885,1,1,0,0
Oh shit but it doesn t change as it grows ,0.9018009,1,0,0,1
i use cli for most stuff but it s really a pain in the ass when i just want to do something like safely remove a flash drive and i don t have a handy dandy button to push,0.8571978,1,0,0,1
Stupid me,0.8606264,1,1,0,0
that sucks thats a hack and I would need to always have something to click on I use my own sendKeys function,0.7568647,1,0,0,1
npm install is installing all crap looks like all the libs from npm registry not using package json anyone knows how to fix this ,0.7093121,1,1,0,0
give me my points dammit trollface ,0.864882,1,1,0,0
you can also have one PE instance per ID in such a case they won t grow undefinetely but that s kind of abusing the journal What is really needed here is a dumb crud model,0.794439,1,1,0,0
but its stupid,0.8993657,1,1,0,0
The problem with php is it s really easy to write really shit code,0.8355208,1,0,0,1
sooo ugly man,0.8785311,1,1,0,0
shit,0.94992846,1,0,0,1
well it still sucks,0.88824683,1,0,0,1
probably u crap u really dont have time for these things u i need to migrate the entire project u and im losing time with these things,0.901732,1,1,0,0
to suck out all the air from the sealed house,0.7872705,1,0,0,1
yeah that sorta sucks,0.8924288,1,0,0,1
just add this shit to your body,0.9480856,1,0,0,1
as someone who uses fuck extensively I m offended by the restriction to only say cunt,0.97714555,1,0,0,1
I just tried that shit,0.91990817,1,0,0,1
thanks for the feedback why does it suck that lucky u s homepage is sexy I would think that u s a good thing ,0.8286992,1,0,0,1
my project is moving to monorepo and I expect all sorts of crap to pop up,0.7686539,1,1,0,0
yeah gulp sucks ,0.9017162,1,0,0,1
wtf u D foo refers to C u s unshared foo ,0.9268663,1,0,0,1
I can see myself setting up dual boot that s shitty,0.9071585,1,0,0,1
crap I have a shitty and complex way of explaining simple things and concepts,0.9012556,1,1,0,1
what I u m hoping is that we can make it a totally kick ass performing construct,0.8355208,1,0,0,1
Any other build system shit that you re using would be relevant too,0.869637,1,0,0,1
I am an idiot,0.8001996,1,1,0,0
Then you won t have to manually do all that crap ,0.8794691,1,1,0,0
 giphy asshole,0.9757703,1,0,0,1
Oh crap didn t know there was one No you can t ,0.88824683,1,1,0,0
Stop with your silly gulping xD,0.8338142,1,1,0,0
Dang it I ll have to compile this sucker ,0.8606264,1,0,0,1
I ll be your technical support for the next hours while stupid bus get home has wifi D,0.8606264,1,1,0,0
powerlevels are bullshit,0.94888294,1,0,0,1
The otter is good shit,0.92807716,1,0,0,1
crap what s that do i m scared,0.794439,1,1,0,0
omg it is a stupid suggestion you need to hide the container ,0.8038513,1,1,0,0
Rails man They know how to get shit real,0.9295994,1,0,0,1
in that big ass comment i mentioned it,0.93232936,1,0,0,1
perhaps I could put it in the ActorCell ActorContext ugly hacks ,0.80045605,1,1,0,0
we wouldn u t have this bullshit with a unit that includes a prefix,0.9196012,1,0,0,1
fucking mipsel architecture,0.95951253,1,0,0,1
Regarding the import I would try import as raphael from u craphael u d and then check to see if the raphael object exists ,0.8606264,1,1,0,0
oh fuck im sorry,0.94992846,1,0,0,1
but I d like for it to keep the shit I try to download,0.809916,1,0,0,1
think i ended up using this as jquery ui is shit for it compared http xdsoft net jqplugins datetimepicker ,0.8751128,1,0,0,1
look up what does a trillion dollars look like and tell me you don t Shit yourself at the end,0.8520371,1,0,0,1
Your silly tabs vs spaces analogy made me lose interest in debating you ,0.794439,1,1,0,0
Shit blush ,0.8544716,1,0,0,1
not if you re stupid,0.86194766,1,1,0,0
I am kidding life is amazing I just suck at coming up with usernames,0.810684,1,0,0,1
Regular expressions suck,0.90145683,1,0,0,1
Shit no idea why eslint org hasn t updated,0.86927056,1,0,0,1
THEY MAKE MONEY ON SHITTY CONFIG,0.75311357,1,0,0,1
nobody wants to train or deal with programmers who are just learning the shit,0.90176904,1,0,0,1
I have created two files u b app css u b and u b lib css u b Now need to find the way to concat them and add ass a u b main css u b in html page,0.8386254,1,0,0,1
Besides I have used plenty of template engines and they all suck,0.79824996,1,0,0,1
shit do while loops need a do ,0.9017887,1,0,0,1
A fool with a tool is still a fool u ,0.86732334,1,1,0,0
i agree rhys it seriously sucks c,0.8785311,1,0,0,1
sucker,0.8511502,1,0,0,1
it s just that a lot of these columns have really stupid arbitrary names,0.7872936,1,1,0,0
yeah but Chakra Isn t that the slowest shit ever built considering IE is using it over V ,0.8060606,1,0,0,1
I d like to make it possible to provide a fallback Promise library for WebPack is this known to be a fool s errand Seems like a not too difficult PR but asking here before I embark ,0.700594,1,1,0,0
May be stupid but can some one answer me ,0.79704565,1,1,0,0
best way to clean the grease and shit off a keyboard and mouse is a mr clean magic eraser,0.8355208,1,0,0,1
Hello this is a stupid question more than usual I have a hole in my brain with this Here is the code pen ,0.8060606,1,1,0,0
yea it s an ugly hack really ,0.8060606,1,1,0,0
Re did it all cause it looks shite,0.86612415,1,0,0,1
 http staltz com dont react n n u u u u u u b u e u u u e u u f u f u u c u a u e u f u u u a n n u u u u e u u d u u u u f u u e u a u e u f u u b u u f u u e u d u u u u u d u u u d u u a u u a u e u u u u f u u u u u u u a u u u u d u e u u u c u e u u u e u f u e u u e u c u c u e u u u u u b u u u u u c wtf u u d u e u u u u a u e u n n u d u e u u e u u f u u e u u u d u a u u u e u u u d u u u u u e u d u u u a u u d u u f u u u u u u u u u d u a u u u u d u u b u e u u u u d u e u u d u u u u u d u u u d u u e u u u u u u f u u u d u a u u u f u a u e u u e u u u f u e u f u u u b u u u u u f u u u u u u u u b u u d u u u u u d u d u b u u d u b u u c u u d u u u d u u e u u d u e u u u u u e u u e u u u e u f u d u u f u u u u e u u d u b u u f u u u u c u u u u e u u u u u u u u u e u u d u u u u c u b u u b u u u u u u u u c u u u u u u u u c u a u u a u u u u a u u u e u u u a u a u u a u e u d u u d u u u c u u u u u u u u d u u u u a u u e u u f u e u a u u u u d u u u c u u u u f u u d u b u ,0.9156528,1,0,0,1
if you see some smudgy shit out of the corner of your eye,0.8317626,1,0,0,1
there is links to the bastard book of ruby but the links no longer work unfortunately,0.76817906,1,1,0,0
 fucked up text player png https files gitter im TheOdinProject theodinproject KEwi thumb fucked up text player png https files gitter im TheOdinProject theodinproject KEwi fucked up text player png ,0.88824683,1,0,0,1
and I did some crop work but might have fucked it up,0.901737,1,0,0,1
Catched bastard ,0.9607151,1,1,0,0
it s quite possible the target library deals with a in the key using the fuck it algorithm in which case you can decide what to do ,0.8606264,1,0,0,1
Maven sucks unfortunately ,0.88025,1,0,0,1
well it feels stupid less appends the extra stuff,0.7683537,1,1,0,0
stupid brain farts,0.9480856,1,1,0,0
silly,0.7093121,1,1,0,0
don t worry we re all stupid,0.8785311,1,1,0,0
can you give me something to read the different why should it have to be src D i actually feel stupid about it,0.702321,1,1,0,0
at scale it sucks wet cowballs,0.91067404,1,0,0,1
Sorry stupid gitter app doesn t cope well with connectivity loss,0.83970857,1,1,0,0
damn this was still kicking my ass in one typescript callback,0.9650419,1,1,0,1
and damn at that comparison portaudio seems like utter crap when it comes to performance,0.8664852,1,1,0,0
that is a total load of crap,0.89447874,1,1,0,0
 shit i can change it to shit,0.9480856,1,0,0,1
Fuck sake nothing is available,0.82841,1,0,0,1
this is like giphy jonny motel and the fast fucks at five,0.9189102,1,0,0,1
I d call my segment Your code might be a dirty whore Get tested It might be about testing I dunno,0.9487468,1,0,0,1
That sucks do you know what they are doing to try fix it ,0.77107155,1,0,0,1
I think I fucking know,0.8447589,1,0,0,1
oh fuck me,0.95933056,1,0,0,1
me too man it sucks you in,0.8785311,1,0,0,1
that fucking dot yes,0.95906216,1,0,0,1
ahhh thats cool man yeah i ve always been interested in webdev took a few classes at uni passed them but it was shit house tbh,0.8139386,1,0,0,1
ugly,0.737366,1,1,0,0
 u ca u ca yeah that s why we need a CST ASTs are a stupid subset p,0.88824683,1,1,0,0
it sucks but works,0.82309556,1,0,0,1
I ve written shitty code too everyone that programs has ,0.79851687,1,0,0,1
FFS I found a good clean hack that should have worked but there s a stupid bug that requires the thrift port to be open ,0.74535584,1,1,0,0
 holy shit com ,0.8606264,1,0,0,1
ah right for some stupid reason I thought that that was alright u it was Viktor who saved some characters that way ,0.7093121,1,1,0,0
webpack is only supposed to traverse require s right It s trying to import a whole bunch of server only shit and choking on it when I m quite sure it isn t being require d from any of my entry points ,0.8037377,1,0,0,1
shit that one has come up again lol,0.9162932,1,0,0,1
That dont give a fuck article was awesome,0.899844,1,0,0,1
sql injections suck,0.8955742,1,0,0,1
hmm crap it wont let u use yours since I added you ,0.80205065,1,1,0,0
Of course I u m stupid It says that in my packages json,0.7298553,1,1,0,0
hehe you could quit your job trollface ,0.76936704,1,1,0,0
lol shit happens ,0.8806949,1,0,0,1
I mean left side wtf brain,0.70062166,1,0,0,1
it s possible that I fucked something while I was playing with the intellij modules,0.9283341,1,0,0,1
forgot about the window shit,0.9017149,1,0,0,1
wait wtf print val Hello World doesn u t work either,0.7273509,1,1,0,1
fucking hell still didn t work,0.9594571,1,1,0,1
We had quite big code base based on eventbus It s pain in ass,0.90178317,1,0,0,1
kinda stupid question i know D,0.8355208,1,1,0,0
scalacss fucking auto correction,0.86553,1,0,0,1
Wait I fucked up,0.92831886,1,0,0,1
I actually had it working this morning but I fucked it up,0.9017931,1,0,0,1
ah crap that might not work,0.8393956,1,1,0,0
I found both Hartl and the rails guides to both be a bit of a slog Unfortunately rails is a beast and there is no real easy way to obtain all that knowledge without reading a lot of shit,0.8785311,1,0,0,1
So stupid,0.90198493,1,1,0,0
my stupid mistake u google credential wrong clap ,0.8062762,1,1,0,0
actually the answer is Oh for crying out loud having gone on an epic journey of discovery and stupid browser prefix checking the idiot thing will only do it in a short running user initiated event handler which is no improvement on existing browser handling of F Hey I know I ll create a shortcut for chrome and specify kiosk ,0.79265493,1,1,0,0
it s a page layout print media crap,0.8320541,1,1,0,0
The basic principle behind it is letting them know that they don t know anything without calling them idiots,0.8606264,1,1,0,0
crap I can u t complain that we can u t seek if VLC can actually seek using apache and a ts file lol,0.80123085,1,1,0,0
I deleted all Ubuntu updates and some crap but still ,0.74084616,1,1,0,0
i have to study more of this shit Too busy in life and no time,0.8785311,1,0,0,1
interestingly stupid gradle doesn t publish the buildToolsVersion used by the android plugin,0.8222183,1,1,0,0
I don u t know brocoli brunch and shit,0.9587513,1,0,0,1
kick ass numbers,0.7740493,1,0,0,1
shit you re right I moved them inside the for and it works,0.8606264,1,0,0,1
 Import your libraries as follows and don u t ask stupid questions ,0.8606264,1,1,0,0
meanwhile ugly workaround can be to use window location href u c u c D,0.8606264,1,1,0,0
npm is not a pain in the ass anymore,0.92679226,1,0,0,1
If codeacadamy sucks why is it in the Odin Project ,0.71880275,1,0,0,1
JavaScript of Materialize is sucks ,0.9156528,1,0,0,1
 giphy stupid bunny,0.88824683,1,1,0,0
Never mind im an idiot,0.9174957,1,1,0,0
just a warning though many do not hire rails developer in the Philippines some pay shit wage overall,0.7892158,1,0,0,1
especially if they break some pretty fundamental shit such as Boolean,0.84528446,1,0,0,1
open source desktop app s i m really not a fan of JS everywhere crap D,0.71947926,1,1,0,0
without doing shit at the bit level,0.90771794,1,0,0,1
Dude The week lecture is the shit ,0.9480856,1,0,0,1
You just can t let me have it can you trollface ,0.71386147,1,1,0,0
 smart ass n n smart ass https media giphy com media otPoTxeBLPXAYPPCo giphy gif https giphy com gifs filmeditor horror wes craven otPoTxeBLPXAYPPCo ,0.893689,1,0,0,1
the other thing you can do that kind of sucks is use context and then your aliases will be relative from your context,0.72348636,1,0,0,1
I u m not a fucking git expert u that u s why i u m using github,0.94858545,1,0,0,1
So now I need to install a shit load of software INSIDE Ubuntu right ,0.7965035,1,0,0,1
 shut up n n shut up https media giphy com media Sdi T oMxDa giphy gif https giphy com gifs angry shut up Sdi T oMxDa ,0.7267676,1,1,0,0
and fake pranks and other stupid content,0.84727937,1,1,0,0
 Ruby u u u u b u c u d u e u u e u d u u u u f u a u c u e u u d u u f u u u u u u d u u c u e u u u f u u e u u u u c u u u u d u d u f u d u u u d u u e u u u u u u e u u u u c nRails philosophy u u u u u u u u e u d u u u e u u e u d u u f u e u u u u u d u e u d u u b u u u u e u u u u u u u u e u u u u e u u b u f u u c u u u b u c u u u u u u u u nRails commands rails new server console really nActiveRecord the bit that talks to your database na database language be it Mysql or Sqlite even though Rails promises you won u t need to learn any of that u u u u u u u u f u u u u u u u b u e u u u f u a u u u u u e u u u u u u e u a u u u u e u u u e u u a u u d u u u u b u c u u u u d u u d u u f u u u u b u u d u u e u u d u e u u e u u f u u a u sql u u a u b u u u e u u u u u b u c u nHTML you u re making web pages right u d u u u u u c u u u d u e nCSS those pages are gonna look like shit if you don u t know CSS u u u u u a u e u nGem management in some form u d u u u u u u u d u u u b u u u u d u u e u u u e u u c u u f nBundler a gem to manage other gems one gem to rule them all bundle install u u e u u u u u u d u e u u u u u u u u u u c u nRails asset pipeline meaning how it serves images CSS and javascript not straightforward no u f u e u d u f u u u f u a u u c u f u e u u u u e u u c u u f u u u u u u e u u u d u e u a u u u u u u u u a u u u u a u e u u u u u a u b u u u e u u u u u b u c u nRake it u s yet another command line tool to do things like manage your asset pipeline by compiling images CSS and javascript files u f u e u u u u u d u u u u u a u u u u u u u u u u u u e u u u u u u u b u c u u u f u e u u u u e u u u d u u f u e u u u rake nRouting in Rails How to get Rails to show you the page you want Out of all of Rails routing should be the easiest and most straightforward yet it u s probably the most obtuse bit of all u u u u u u u b u u c u u d u u u u d u e u u u u u u u u u u nJavascript or at least jQuery since javascript is awful u c u e u u d u u e u u u u u u u c nERB syntax u u u u c u f u a u u u u u u u c u u e u u a u c u u u u u e u u u u c u f u b u u u u u u e u u u c u u u u u c n,0.8606264,1,0,0,1
I u m having a stupid argument with a FP fanatic,0.7533613,1,1,0,0
holy shit im tired I ll be back peeps ,0.9089585,1,0,0,1
i wonder if the tsc compiler run before the define plugin or a stupid mistake of mine,0.71845394,1,1,0,0
 asshole,0.9788345,1,0,0,1
I suck at regex lol,0.7685439,1,0,0,1
Maybe I u m too stupid to understand highly likely Where can I see the implementation of u c ProducedType getSupertype u d that Tom mentions Maybe reading it would give me a better understanding of the nature of the problem ,0.7732173,1,1,0,0
Damn I m an idiot babel env setting was wrong doh ,0.8785311,1,1,0,0
 I fucking hate when Gitter reorders my messages ,0.88824683,1,1,0,1
BUT RIGHT NOW I CANT BUILD MY FUCKING IDE n,0.94992846,1,0,0,1
That dumb ass got me started on pset again and now I can t quit ,0.94992846,1,1,0,1
Gah stupid me,0.80000305,1,1,0,0
with all these talks about the specifics of math and shit that you guys love so much do we have a policy on what should do ,0.8059871,1,0,0,1
yeah the company itself is shitty on top of the whole premise being shitty,0.92684007,1,0,0,1
so are we now chatting privately or is this whole discussion public sorry for the stupid questions ,0.76959693,1,1,0,0
submodule shit ok i shall goolge it,0.9017147,1,0,0,1
does that mean I shouldn t define the topic in the service then that sucks ,0.74686885,1,0,0,1
 bundle install without fucking up please ,0.9318085,1,0,0,1
so is fixed the command in css that all annoying as fuck ads use ,0.93232936,1,0,0,1
it s so ugly that this doesn t work,0.74452287,1,1,0,0
no more stupid scrolling issues,0.8076027,1,1,0,0
but styleName new Math random u cfoo u d seems ridiculous,0.851029,1,1,0,0
nope not really I was making one but when I tried to include it into the taskbar it really fucked up I m currently too busy with uni to continue huge project due next friday After that I have a week to finalize my website design including t,0.7958987,1,0,0,1
 then it should fucking help me discover that ,0.8606264,1,0,0,1
to be honest with you all the mechanism are a pain in the arse,0.88824683,1,0,0,1
it is also tagged with sucks ,0.82561195,1,0,0,1
What That sucks,0.89712703,1,0,0,1
so if you accidentally cause a reflow it will suck the performance out of your application,0.7250108,1,0,0,1
The stupid popup is the DVB subtitles which for some reason VLC does not support in mkv but in TS it does Go figure lol,0.7877218,1,1,0,0
there is a stupid compilation error on the CLI that I guess needs to look at,0.81796366,1,1,0,0
damn indians can t understand shit,0.9798443,1,1,1,1
must suck to not be notified when you do something wrong P,0.8213911,1,0,0,1
but it s a shitty solution since i just support the very subset Akka uses and sometimes even less than that ,0.8147641,1,0,0,1
i was knocked out until now stupid flu,0.827227,1,1,0,0
we always abstract over Monoid s and shit using parameteric polymorphism ,0.8911132,1,0,0,1
It scares the shit out of me lol,0.8355208,1,0,0,1
i know you lurk here shit ,0.94919044,1,0,0,1
i mean the fuck,0.9468348,1,0,0,1
and then for shits and giggles sudo usermod aG sudo devil ,0.88824683,1,0,0,1
I m stupid af again,0.8357089,1,1,0,0
scriptable objects for components doesnt even sound that stupid,0.8987346,1,1,0,0
yay it s working thanks guys sorry for the stupid questions and mistakes ,0.82262754,1,1,0,0
ah a piece of advice buy an Asus router and disable ISP wifi they provide shitty wifis TBH,0.8606264,1,0,0,1
When everything sucks and you re tired of everything sucking,0.9228819,1,0,0,1
